Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,RemoteWork
37,No,Unknown,1115.0, Research & Development ,1,Bachelor's,Unknown,Very Low,Male,51.0,Low,Assistant, Manufacturing Director ,Medium,Divorced,5993.0,2689,1,No,18,"3,0",Medium,Low,10.867678807872831,2,"3,0",7,0,7,No
36,No,Unknown,1195.0, Research & Development ,11,High School,"85,0",Low,Male,95.0,Low,Assistant, Manufacturing Director ,Low,Single,6499.0,22656,1,No,13,"3,0",Medium,Zero,6.0,3,"3,0",6,0,3,Yes
45,No,Unknown,1316.0, Research & Development ,29,High School,Unknown,Medium,Male,83.0,Medium,Entry Level, Research Scientist ,High,Single,3452.0,9752,5,No,13,"3,0",Low,Zero,9.0,2,"2,0",6,0,3,Yes
29,No,Travel Rarely,665.0, Research & Development ,15,High School,"346,0",Medium,Male,60.0,Medium,Entry Level, Research Scientist ,High,Unknown,3617.1521774910175,22673,1,No,19,"3,0",Very Low,Zero,6.0,1,"3,0",6,1,5,No
26,No,Unknown,1479.0, Research & Development ,1,High School,"384,0",Medium,Female,84.0,Medium,Assistant, Manufacturing Director ,Low,Unknown,6397.0,26767,1,No,20,"4,0",Very Low,Low,6.0,6,"1,0",6,1,4,No
28,No,Unknown,304.0, Research & Development ,9,Bachelor's,"498,0",Low,Male,92.0,Medium,Assistant, Sales Executive ,High,Single,6399.663530605464,20750,1,No,16,"3,0",High,Zero,11.52060986020989,1,"3,0",7,0,7,Yes
42,No,Travel Frequently,1368.0, Research & Development ,30,Bachelor's,"551,0",High,Female,66.0281045751634,Low,Assistant, Healthcare Representative ,High,Married,4121.174635801204,4386,0,No,11,"3,0",High,High,7.0,4,"4,0",6,0,4,Yes
31,No,Travel Rarely,828.0, Sales ,2,Primary,"604,0",Low,Male,77.0,Medium,Assistant, Sales Executive ,High,Unknown,5633.242010731766,8346,4,Yes,13,"3,0",Medium,Zero,10.0,2,"4,0",6,0,5,Yes
37,No,Travel Rarely,799.0, Research & Development ,47,High School,Unknown,High,Female,59.0,Medium,Coordinator, Manufacturing Director ,High,Single,6399.663530605464,23848,4,No,17,"3,0",High,Zero,11.52060986020989,3,"4,0",6,1,2,Yes
37,No,Non Travel,142.0, Research & Development ,9,Bachelor's,"626,0",Very Low,Male,69.0,Medium,Coordinator, Sales Executive ,Low,Divorced,5129.219552421579,24666,1,No,13,"3,0",High,Low,9.0,6,"3,0",9,7,7,No
37,No,Travel Rarely,446.0, Research & Development ,1,Bachelor's,Unknown,Low,Female,65.0,Medium,Assistant, Manufacturing Director ,Low,Married,4625.197094111392,15701,6,No,12,"3,0",Low,Low,8.0,2,"2,0",6,4,3,No
24,No,Travel Rarely,691.0, Research & Development ,23,High School,Unknown,Low,Male,89.0,High,Entry Level, Research Scientist ,High,Unknown,2725.0,21630,1,No,11,"3,0",Low,Medium,5.627035884419146,3,"3,0",6,1,4,Yes
50,No,Unknown,1246.0, Research & Development ,3,High School,"644,0",Very Low,Male,99.0,Medium,Director, Manager ,Low,Married,6399.663530605464,7999,1,No,11,"3,0",Medium,Low,11.52060986020989,2,"3,0",32,10,7,No
34,No,Unknown,254.0, Research & Development ,1,Secondary,"649,0",Low,Male,83.0,Low,Entry Level, Research Scientist ,High,Unknown,3622.0,22794,1,Yes,13,"3,0",High,Low,6.0,3,"3,0",6,1,3,Yes
27,No,Travel Frequently,1410.0, Research & Development ,3,Primary,"714,0",High,Female,71.0,High,Assistant, Sales Executive ,High,Unknown,6399.663530605464,16673,1,No,20,"3,0",Low,Medium,11.52060986020989,3,"3,0",6,0,4,No
25,No,Unknown,883.0, Sales ,42,Primary,"781,0",High,Female,32.0,Medium,Assistant, Sales Executive ,High,Single,6180.0,22807,1,No,23,"4,0",Low,Zero,6.0,5,"2,0",6,1,4,No
34,No,Unknown,304.0, Sales ,25,High School,Unknown,High,Male,60.0,Medium,Assistant, Sales Executive ,High,Single,6274.0,18686,1,No,22,"4,0",Medium,Zero,6.0,5,"3,0",6,1,4,Yes
34,No,Unknown,121.0, Research & Development ,2,Bachelor's,"804,0",Medium,Female,86.0,Low,Entry Level, Research Scientist ,Very Low,Unknown,4381.0,7530,1,No,11,"3,0",Medium,Zero,6.0,3,"3,0",6,1,3,Yes
35,No,Unknown,950.0, Research & Development ,7,High School,Unknown,Medium,Male,59.0,Medium,Coordinator, Manufacturing Director ,Medium,Single,9161.399218903076,18869,3,No,21,"4,0",Low,Zero,17.0,3,"4,0",8,1,6,No
35,No,Unknown,1343.0, Research & Development ,16,Primary,"856,0",Very Low,Female,53.0,Low,Entry Level, Research Scientist ,Very Low,Unknown,2559.0,17852,1,No,11,"3,0",High,Zero,6.0,3,"2,0",6,1,1,No
33,No,Unknown,827.0, Research & Development ,1,Bachelor's,"998,0",Medium,Female,84.0,High,Assistant, Healthcare Representative ,Low,Married,5488.0,20161,1,Yes,13,"3,0",Very Low,Low,10.057848735552112,2,"3,0",6,1,2,Yes
29,No,Unknown,1107.0, Research & Development ,28,Bachelor's,"1120,0",Medium,Female,93.0,Medium,Entry Level, Research Scientist ,High,Divorced,2514.0,26968,4,No,22,"4,0",Very Low,Low,11.0,1,"3,0",7,1,7,No
29,No,Travel Frequently,490.0, Research & Development ,10,High School,"1143,0",High,Female,61.0,Medium,Entry Level, Research Scientist ,Low,Divorced,4625.197094111392,17940,0,No,14,"3,0",High,Medium,8.0,2,"2,0",7,1,1,Yes
34,No,Unknown,1400.0, Research & Development ,9,Primary,Unknown,Low,Female,70.0,Medium,Assistant, Sales Executive ,Medium,Married,6399.663530605464,5829,1,No,20,"4,0",Very Low,Zero,11.52060986020989,3,"2,0",6,1,3,No
28,No,Travel Rarely,1179.0, Research & Development ,19,Bachelor's,Unknown,High,Male,78.0,Low,Entry Level, Laboratory Technician ,Very Low,Married,3196.0,12449,1,No,12,"3,0",Medium,High,6.0,2,"3,0",6,3,3,No
44,No,Unknown,1117.0, Research & Development ,2,Primary,Unknown,Very Low,Female,72.0,High,Entry Level, Research Scientist ,High,Married,5633.242010731766,19982,1,No,13,"3,0",High,Low,10.0,5,"3,0",10,7,7,No
31,No,Travel Rarely,1332.0, Research & Development ,11,Secondary,"1251,0",Medium,Male,80.0,Medium,Assistant, Healthcare Representative ,Very Low,Married,3617.1521774910175,17089,1,Yes,12,"3,0",High,Zero,6.0,2,"2,0",6,0,1,No
26,No,Unknown,583.0, Research & Development ,4,Secondary,Unknown,Medium,Male,53.0,Medium,Entry Level, Research Scientist ,High,Unknown,6399.663530605464,9973,1,Yes,20,"4,0",Low,Zero,11.52060986020989,2,"2,0",8,2,2,No
47,No,Travel Rarely,465.0, Research & Development ,1,High School,"1438,0",Very Low,Male,74.0,Medium,Entry Level, Research Scientist ,High,Unknown,3420.0,10205,7,No,12,"3,0",Medium,Low,17.0,2,"2,0",6,1,2,Yes
37,No,Unknown,1413.0, Research & Development ,5,Secondary,Unknown,Medium,Male,84.0,High,Entry Level, Laboratory Technician ,Medium,Single,4121.174635801204,25470,0,No,14,"3,0",Very Low,Zero,7.0,2,"1,0",6,1,3,No
32,No,Unknown,1200.0, Research & Development ,1,Bachelor's,"1574,0",High,Male,66.0281045751634,Medium,Assistant, Research Scientist ,Very Low,Married,4087.0,25174,4,No,14,"3,0",Low,Low,9.0,3,"2,0",6,1,2,Yes
32,No,Unknown,977.0, Research & Development ,2,High School,"1671,0",High,Male,45.0,Medium,Assistant, Research Scientist ,Low,Divorced,5633.242010731766,25518,0,No,13,"3,0",Medium,Medium,10.0,4,"2,0",9,1,6,Yes
33,No,Non Travel,530.0, Research & Development ,16,High School,Unknown,Medium,Female,36.0,Medium,Assistant, Sales Executive ,High,Unknown,5368.0,16130,1,Yes,25,"4,0",Medium,Low,7.0,2,"3,0",6,1,2,No
47,Yes,Unknown,1093.0, Sales ,9,High School,Unknown,Medium,Male,82.0,Very Low,Manager, Sales Executive ,Medium,Married,12936.0,24164,7,No,11,"3,0",Medium,Zero,25.0,3,"1,0",23,14,10,Yes
41,Yes,Unknown,1102.0, Research & Development ,1,Secondary,Unknown,Low,Female,94.0,Medium,Assistant, Sales Executive ,High,Unknown,4625.197094111392,19479,8,Yes,11,"3,0",Very Low,Zero,8.0,0,"1,0",6,0,5,No
35,No,Travel Rarely,809.0, Research & Development ,16,High School,Unknown,Very Low,Male,84.0,High,Entry Level, Laboratory Technician ,Low,Married,3617.1521774910175,16479,0,No,13,"3,0",Medium,Low,6.0,5,"3,0",5,0,3,No
29,No,Travel Rarely,1328.0, Research & Development ,2,High School,"94,0",Medium,Male,76.0,Medium,Entry Level, Research Scientist ,Low,Married,6399.663530605464,4956,0,No,23,"4,0",High,Low,11.52060986020989,3,"3,0",5,0,4,No
32,No,Travel Rarely,548.0, Research & Development ,1,High School,Unknown,Low,Male,66.0,Medium,Assistant, Research Scientist ,Low,Unknown,5633.242010731766,7346,1,No,17,"3,0",Low,Medium,10.0,3,"3,0",10,0,9,Yes
35,No,Travel Rarely,1214.0, Research & Development ,1,High School,Unknown,Low,Male,30.0,Low,Entry Level, Research Scientist ,Medium,Single,3617.1521774910175,26278,1,No,18,"3,0",Very Low,Zero,6.0,3,"3,0",6,0,4,No
56,No,Unknown,802.0852348993288, Research & Development ,13,High School,"112,0",High,Male,66.0281045751634,Very Low,Coordinator, Manufacturing Director ,High,Unknown,19241.848385106816,21698,4,No,11,"3,0",Very Low,Zero,37.0,3,"2,0",6,0,2,Yes
28,No,Unknown,120.0, Research & Development ,4,High School,"129,0",Low,Male,43.0,Medium,Assistant, Sales Executive ,Medium,Unknown,4221.0,8863,1,No,15,"3,0",Low,Zero,5.0,3,"4,0",5,0,4,Yes
25,Yes,Travel Rarely,240.0, Research & Development ,5,High School,"142,0",Medium,Male,46.0,Low,Assistant, Sales Executive ,Medium,Single,6399.663530605464,26959,1,Yes,11,"3,0",High,Zero,11.52060986020989,1,"3,0",6,0,3,Yes
56,Yes,Unknown,441.0, Research & Development ,14,Bachelor's,"161,0",Low,Female,72.0,Medium,Entry Level, Research Scientist ,Low,Unknown,4963.0,4510,9,No,18,"3,0",Very Low,High,7.0,2,"3,0",5,4,3,Yes
26,No,Unknown,841.0, Research & Development ,6,High School,"164,0",Medium,Female,46.0,Low,Entry Level, Research Scientist ,Low,Married,3113.1297191808303,23300,1,No,19,"3,0",Medium,Zero,5.0,3,"2,0",5,4,3,No
32,Yes,Unknown,1033.0, Research & Development ,9,High School,"190,0",Very Low,Female,41.0,Medium,Entry Level, Laboratory Technician ,Very Low,Unknown,4200.0,10224,7,No,22,"4,0",Very Low,Zero,7.992381145157881,2,"4,0",5,0,4,No
30,No,Travel Rarely,802.0852348993288, Research & Development ,18,High School,"194,0",Very Low,Female,75.0,Medium,Entry Level, Research Scientist ,Medium,Single,6399.663530605464,23910,1,No,14,"3,0",Medium,Zero,11.52060986020989,4,"2,0",5,0,4,Yes
50,No,Travel Rarely,1452.0, Research & Development ,11,High School,"226,0",Medium,Female,53.0,Medium,Director, Manager ,Low,Unknown,6399.663530605464,17053,3,No,15,"3,0",Low,Zero,11.52060986020989,5,"3,0",5,4,4,No
32,No,Unknown,120.0, Research & Development ,6,Postgraduate,"231,0",Medium,Male,43.0,Medium,Entry Level, Research Scientist ,Medium,Unknown,4625.197094111392,12430,3,No,20,"4,0",Very Low,Zero,8.0,2,"3,0",5,1,4,No
45,No,Travel Rarely,1268.0, Research & Development ,4,Secondary,"240,0",Medium,Female,30.0,Medium,Assistant, Sales Executive ,Very Low,Unknown,5006.0,6319,4,No,11,"3,0",Very Low,Low,9.0,3,"4,0",5,0,3,No
43,No,Unknown,802.0852348993288, Research & Development ,7,High School,"262,0",High,Male,37.0,High,Entry Level, Research Scientist ,High,Divorced,4121.174635801204,5228,4,No,14,"3,0",High,High,7.0,3,"4,0",5,2,2,Yes
29,Yes,Unknown,121.0, Research & Development ,27,High School,"283,0",Low,Female,35.0,Medium,Coordinator, Sales Executive ,High,Married,7639.0,24525,1,No,22,"4,0",High,High,10.0,3,"2,0",10,1,9,Yes
31,No,Non Travel,802.0852348993288, Research & Development ,1,Bachelor's,"308,0",Medium,Male,90.0,Very Low,Assistant, Manufacturing Director ,Medium,Unknown,3617.1521774910175,4381,0,No,12,"3,0",High,Low,6.0,2,"3,0",5,1,4,Yes
33,Yes,Unknown,813.0, Research & Development ,14,High School,"325,0",Medium,Male,58.0,Medium,Entry Level, Laboratory Technician ,High,Married,4625.197094111392,22149,5,Yes,13,"3,0",Medium,Low,8.0,2,"1,0",5,0,4,No
31,Yes,Unknown,307.0, Research & Development ,29,Secondary,"355,0",Medium,Male,71.0,Low,Entry Level, Laboratory Technician ,Low,Unknown,6399.663530605464,11652,0,No,11,"3,0",Low,Zero,11.52060986020989,2,"4,0",5,1,4,Yes
37,No,Unknown,228.0, Research & Development ,6,Bachelor's,"378,0",Medium,Male,66.0281045751634,Medium,Assistant, Sales Executive ,High,Unknown,6502.0,22825,4,No,14,"3,0",Low,Low,11.683923375815892,5,"4,0",5,0,1,Yes
50,No,Unknown,797.0, Research & Development ,4,Primary,Unknown,Very Low,Male,96.0,Medium,Director, Research Director ,Low,Divorced,14705.646260315134,15815,3,No,14,"3,0",Very Low,Medium,28.0,4,"2,0",10,1,6,No
42,No,Travel Frequently,555.0, Research & Development ,26,High School,Unknown,Medium,Female,77.0,Medium,Manager, Sales Executive ,Low,Married,13525.0,14864,5,No,14,"3,0",High,Low,22.94617406474344,2,"3,0",20,4,8,Yes
27,No,Unknown,1377.0, Research & Development ,2,High School,Unknown,High,Male,74.0,Medium,Assistant, Sales Executive ,Medium,Unknown,3113.1297191808303,5242,1,Yes,11,"3,0",Very Low,Zero,5.0,3,"3,0",5,0,4,Yes
27,No,Non Travel,210.0, Research & Development ,1,Primary,"449,0",Medium,Male,73.0,Medium,Assistant, Sales Executive ,Low,Unknown,6349.0,22107,0,Yes,13,"3,0",High,Low,11.438568918261298,0,"3,0",5,1,4,Yes
41,No,Travel Rarely,483.0, Research & Development ,6,High School,"466,0",High,Male,66.0281045751634,Low,Assistant, Manufacturing Director ,Low,Single,6399.663530605464,10110,6,Yes,15,"3,0",High,Zero,11.52060986020989,3,"3,0",5,1,2,Yes
37,No,Travel Rarely,921.0, Research & Development ,10,High School,"486,0",Medium,Female,98.0,Medium,Entry Level, Laboratory Technician ,Very Low,Unknown,6399.663530605464,17663,6,No,20,"4,0",Low,Low,11.52060986020989,3,"3,0",5,0,3,Yes
40,Yes,Unknown,575.0, Research & Development ,22,Secondary,"492,0",Low,Male,68.0,Low,Assistant, Sales Executive ,Medium,Unknown,6380.0,6110,2,Yes,12,"3,0",Very Low,Medium,8.0,6,"3,0",6,1,0,Yes
55,No,Unknown,1311.0, Research & Development ,2,High School,"505,0",Medium,Female,97.0,Medium,Manager, Manager ,High,Single,6399.663530605464,23258,2,Yes,13,"3,0",Medium,Zero,11.52060986020989,2,"3,0",5,1,2,No
26,Yes,Travel Frequently,575.0, Research & Development ,3,Primary,"510,0",Medium,Male,73.0,Medium,Entry Level, Research Scientist ,Very Low,Unknown,3102.0,6582,0,No,22,"4,0",Medium,Zero,6.231602096824911,2,"3,0",6,0,4,Yes
40,No,Travel Rarely,759.0, Research & Development ,2,Secondary,Unknown,High,Female,46.0,Medium,Assistant, Sales Executive ,Low,Divorced,6399.663530605464,22553,7,No,12,"3,0",Medium,Medium,11.52060986020989,5,"3,0",5,1,3,Yes
25,No,Unknown,891.0, Sales ,4,Secondary,"527,0",Low,Female,99.0,Low,Assistant, Sales Executive ,High,Single,3113.1297191808303,12090,1,Yes,11,"3,0",Low,Zero,5.0,3,"3,0",5,1,3,No
30,No,Unknown,1082.0, Research & Development ,12,High School,Unknown,Low,Female,83.0,Medium,Assistant, Sales Executive ,Medium,Single,6399.663530605464,19558,0,No,11,"3,0",Low,Zero,11.52060986020989,6,"3,0",5,4,4,Yes
52,No,Travel Rarely,319.0, Research & Development ,32,High School,Unknown,High,Male,66.0281045751634,Low,Coordinator, Manufacturing Director ,Medium,Married,6399.663530605464,19609,2,No,14,"3,0",Medium,Zero,11.52060986020989,4,"3,0",5,0,4,No
42,No,Travel Frequently,532.0, Research & Development ,12,Secondary,"547,0",Very Low,Female,92.0,Medium,Assistant, Research Scientist ,Medium,Unknown,4556.0,12932,2,No,11,"3,0",Low,Low,19.0,3,"3,0",5,0,2,No
30,No,Travel Rarely,317.0, Research & Development ,2,High School,"548,0",Medium,Female,43.0,Very Low,Assistant, Manufacturing Director ,High,Unknown,6137.264469041953,24793,2,No,20,"4,0",Medium,Zero,11.0,2,"3,0",5,0,2,Yes
35,No,Travel Rarely,144.0, Research & Development ,22,High School,"577,0",High,Male,46.0,Very Low,Entry Level, Laboratory Technician ,Medium,Single,4230.0,19225,0,No,15,"3,0",Medium,Zero,8.040489862325447,2,"3,0",5,4,3,No
31,No,Travel Rarely,688.0, Research & Development ,7,High School,Unknown,Medium,Male,44.0,Low,Coordinator, Manager ,High,Divorced,5633.242010731766,25291,9,No,21,"4,0",Medium,Low,10.0,3,"2,0",5,0,1,Yes
35,No,Travel Rarely,195.0, Sales ,1,High School,Unknown,Very Low,Female,80.0,Medium,Assistant, Sales Executive ,Medium,Single,4859.0,6698,1,No,16,"3,0",High,Zero,5.0,3,"3,0",5,0,3,Yes
25,No,Unknown,622.0, Research & Development ,13,Primary,Unknown,Low,Male,40.0,Medium,Entry Level, Sales Representative ,Medium,Unknown,4121.174635801204,26376,1,No,11,"3,0",Medium,Zero,7.0,1,"3,0",7,0,6,Yes
32,No,Travel Rarely,646.0, Research & Development ,9,Bachelor's,"679,0",Very Low,Female,92.0,Medium,Assistant, Research Scientist ,High,Married,6322.0,18089,1,No,12,"3,0",High,Low,6.0,2,"3,0",6,0,5,No
47,Yes,Unknown,719.0, Research & Development ,27,Secondary,"785,0",Low,Female,77.0,High,Assistant, Sales Executive ,Medium,Unknown,4625.197094111392,10339,4,Yes,12,"3,0",High,Zero,8.0,2,"3,0",5,1,3,No
30,No,Travel Frequently,1012.0, Research & Development ,5,Bachelor's,"861,0",Low,Male,66.0281045751634,Low,Entry Level, Research Scientist ,High,Divorced,5633.242010731766,2373,9,No,12,"3,0",Low,Low,10.0,3,"2,0",5,0,3,Yes
45,No,Unknown,930.0, Research & Development ,9,High School,"864,0",High,Male,74.0,Medium,Coordinator, Sales Executive ,Very Low,Divorced,10761.0,19239,4,Yes,12,"3,0",Medium,Low,18.0,2,"3,0",5,0,2,No
36,No,Travel Rarely,1278.0, Research & Development ,8,High School,"878,0",Very Low,Male,77.0,Low,Entry Level, Human Resources ,Very Low,Unknown,6399.663530605464,8635,0,No,21,"4,0",Medium,Zero,11.52060986020989,3,"3,0",5,0,3,Yes
31,No,Unknown,1222.0, Research & Development ,11,Bachelor's,"895,0",High,Male,48.0,Medium,Entry Level, Research Scientist ,High,Unknown,6399.663530605464,14871,3,No,19,"3,0",Low,Low,11.52060986020989,2,"3,0",6,0,2,Yes
37,No,Travel Frequently,1231.0, Research & Development ,21,Secondary,"900,0",Medium,Female,54.0,Medium,Entry Level, Sales Representative ,High,Married,2973.0,21222,5,No,15,"3,0",Low,Low,6.024734613004371,3,"3,0",5,0,0,No
39,No,Travel Rarely,1383.0, Research & Development ,2,High School,Unknown,High,Female,42.0,Low,Assistant, Human Resources ,High,Unknown,5204.0,7790,8,No,11,"3,0",Medium,Medium,13.0,2,"3,0",5,0,4,No
42,No,Unknown,462.0, Research & Development ,14,Secondary,"936,0",Medium,Female,68.0,Low,Assistant, Sales Executive ,Medium,Unknown,6399.663530605464,7824,7,No,17,"3,0",Very Low,Zero,11.52060986020989,6,"3,0",5,0,3,Yes
30,No,Travel Rarely,231.0, Research & Development ,8,Secondary,Unknown,Medium,Male,62.0,Medium,Coordinator, Sales Executive ,Medium,Unknown,6399.663530605464,9977,5,No,11,"3,0",Very Low,Low,11.52060986020989,2,"4,0",8,7,7,No
50,No,Unknown,802.0852348993288, Research & Development ,1,Secondary,"997,0",High,Male,66.0,Medium,Manager, Research Director ,High,Divorced,17399.0,6615,9,No,22,"3,0",Medium,Low,32.0,1,"2,0",5,1,3,Yes
59,No,Travel Rarely,1089.0, Sales ,1,Secondary,"1048,0",Low,Male,66.0,Medium,Coordinator, Manager ,High,Unknown,7649.331843972514,11038,3,Yes,14,"3,0",Medium,Low,14.0,1,"1,0",6,0,4,Yes
54,No,Unknown,1082.0, Research & Development ,2,Bachelor's,Unknown,Medium,Female,41.0,Low,Coordinator, Sales Executive ,Medium,Married,7145.309385662327,8392,6,No,11,"3,0",Low,Low,13.0,4,"3,0",9,7,0,Yes
56,No,Unknown,1240.0, Research & Development ,9,High School,"1071,0",Very Low,Female,63.0,Medium,Entry Level, Research Scientist ,Medium,Married,9665.421677213262,12154,2,No,19,"3,0",Low,Low,18.0,4,"3,0",5,0,3,No
48,No,Unknown,1262.0, Research & Development ,1,Bachelor's,"1116,0",Very Low,Male,35.0,High,Manager, Manager ,High,Single,16885.0,16154,2,No,22,"3,0",Medium,Zero,28.334350387511,3,"2,0",5,2,1,Yes
39,No,Unknown,439.0, Research & Development ,9,High School,"1132,0",Medium,Male,70.0,Medium,Assistant, Laboratory Technician ,Low,Single,5129.219552421579,8770,9,No,15,"3,0",Medium,Zero,9.0,2,"2,0",5,0,3,No
35,No,Travel Rarely,528.0, Research & Development ,8,Bachelor's,Unknown,Medium,Male,100.0,Medium,Entry Level, Human Resources ,Medium,Unknown,4323.0,7108,1,No,17,"3,0",Low,Zero,6.0,2,"1,0",5,1,4,Yes
42,No,Travel Rarely,647.0, Sales ,4,Bachelor's,"1171,0",Low,Male,45.0,Medium,Assistant, Sales Executive ,Very Low,Single,5155.0,2253,7,No,13,"3,0",High,Zero,9.523841974992113,3,"3,0",6,1,5,No
44,Yes,Unknown,1097.0, Research & Development ,10,Bachelor's,"1200,0",Medium,Male,96.0,Medium,Entry Level, Research Scientist ,Medium,Single,2936.0,10826,1,Yes,11,"3,0",Medium,Zero,6.0,4,"3,0",6,0,2,No
29,No,Travel Rarely,942.0, Research & Development ,15,Primary,"1202,0",Low,Female,69.0,Very Low,Entry Level, Research Scientist ,High,Married,3617.1521774910175,26933,0,Yes,18,"3,0",Very Low,Low,6.0,2,"2,0",5,1,3,No
33,No,Unknown,147.0, Research & Development ,2,High School,Unknown,Low,Male,99.0,Medium,Entry Level, Human Resources ,Medium,Unknown,3113.1297191808303,8429,1,No,13,"3,0",High,Low,5.0,2,"3,0",5,1,4,Yes
54,No,Travel Frequently,966.0, Research & Development ,1,Bachelor's,"1245,0",High,Female,53.0,Medium,Coordinator, Manufacturing Director ,Medium,Unknown,17225.75855186607,9659,7,No,17,"3,0",Very Low,Low,33.0,2,"1,0",5,1,4,No
46,No,Unknown,168.0, Sales ,4,Secondary,"1280,0",High,Female,33.0,Low,Director, Manager ,Low,Married,18789.0,9946,2,No,14,"3,0",Medium,Low,31.38765030374595,2,"3,0",11,0,8,Yes
30,No,Non Travel,802.0852348993288, Research & Development ,9,Secondary,Unknown,Medium,Female,72.0,Medium,Assistant, Manufacturing Director ,Medium,Single,5633.242010731766,12858,7,Yes,18,"3,0",Medium,Zero,10.0,3,"3,0",8,1,7,Yes
32,Yes,Travel Rarely,1089.0, Research & Development ,7,Secondary,"1309,0",High,Male,79.0,Medium,Assistant, Laboratory Technician ,Medium,Unknown,4883.0,22845,1,No,18,"3,0",Very Low,Low,9.087656272672834,3,"3,0",10,1,1,Yes
40,Yes,Unknown,299.0, Research & Development ,25,Bachelor's,Unknown,High,Male,57.0,Low,Coordinator, Sales Executive ,Low,Single,5129.219552421579,17235,2,Yes,12,"3,0",Medium,Zero,9.0,2,"3,0",5,1,0,Yes
